layer	action	symbol_id	swift_name	owning_file	container	signature	upstream_ts	n_consumers	consumers	notes
L0	wire/extend	core/ECharts.driverRegistrationSurface	installOnce	Sources/EChartsKit/core/ECharts.swift	type	static func installOnce()	upstream/echarts/src/core/echarts.ts	7	Sources/EChartsKit/chart/bar/pictorialBarInstall.swift; Sources/EChartsKit/chart/effectScatter/effectScatterInstall.swift; Sources/EChartsKit/chart/boxplot/boxplotInstall.swift; Sources/EChartsKit/chart/chord/chordInstall.swift; Sources/EChartsKit/chart/sunburst/sunburstInstall.swift; Sources/EChartsKit/chart/map/mapInstall.swift; Sources/EChartsKit/chart/lines/linesInstall.swift	ALREADY EXISTS — documents canonical location of aggregate driver registration. Upstream register* family invoked per install(registers); port deviates (ECharts.swift header L28-54): registrars not bridged to GlobalModel instantiation, so static ECharts.installOnce() (:616) does all registration explicitly — models via ComponentModel.registerClass, coord systems via CoordinateSystemManager.register, views via _componentViewFactories/_chartViewFactories, actions via registerAction (action.swift:89)+install*Action helpers (_registers @245/491), themes via registerTheme (:450). The 7 *Install.swift consumers are comment-only diffable shells (no executable register calls). Plain internal static method (no params). L0 — every provider it calls exists. swift_name installOnce (no single upstream identifier — 5-function family collapsed here).
L0	wire/extend	data/SeriesData.wrappedMethodFiring	fireWrappedMethodInjections	Sources/EChartsKit/data/SeriesData.swift	extension SeriesData	"private func fireWrappedMethodInjections(_ methodName: String, _ res: SeriesData) — plus the call sites: filterSelf(...) -> SeriesData, selectRange(_ range: [String:[Double]]) -> SeriesData, map(_ dims: ItrParamDims, _ cb: @escaping MapCb) -> SeriesData, downSample(_ dimension: DimensionLoose, _ rate: Double, _ sampleValue:, _ sampleIndex:) -> SeriesData, minmaxDownSample(_:_:) -> SeriesData, lttbDownSample(_:_:) -> SeriesData, cloneShallow(_ list: SeriesData? = nil) -> SeriesData each invoke self.fireWrappedMethodInjections(""<methodName>"", <result>). Backing store: private var _wrappedMethodInjections: [String: [(SeriesData) -> Void]] populated by wrapMethod(_:_:)."	upstream/echarts/src/data/SeriesData.ts	1	Sources/EChartsKit/data/helper/linkSeriesData.swift	"ALREADY IMPLEMENTED — no port work. Upstream wrapMethod rebinds this[methodName] (no single identifier). Swift can't rebind by name → (1) store _wrappedMethodInjections populated by wrapMethod (:250, 1322-1350); (2) private fireWrappedMethodInjections (:1289) each wrappable method calls. All fire: filterSelf(910,917), selectRange(936), map(962), downSample(1003), minmaxDownSample(1019), lttbDownSample(1035), cloneShallow(1314). getItemModel uses separate _getItemModelInjections. Premise satisfied. LIABILITY (stale comment): linkSeriesData.swift:119-127 PORT-NOTE says injections ""do not yet fire"" — now FALSE; delete/rewrite. swift_name is port-invented seam name (no verbatim upstream); container is SeriesData final class body. L0."
L0	wire/extend	data/helper/transform.ExternalDataTransform.throws	transform	Sources/EChartsKit/data/helper/transform.swift	type	public var transform: (_ param: ExternalDataTransformParam) throws -> ExternalDataTransformResult  // init param likewise: transform: @escaping (_ param: ExternalDataTransformParam) throws -> ExternalDataTransformResult	upstream/echarts/src/data/helper/transform.ts	2	Sources/EChartsKit/chart/boxplot/boxplotTransform.swift; Sources/EChartsKit/data/helper/transform.swift	EXTENDS existing ExternalDataTransform struct member (transform.swift:67 struct; property :71, init param :76). Upstream no checked exceptions but transform bodies call throwing throwError sync (boxplotTransform.ts:38-46 aborts on non-ARRAY_ROWS). Fix: add throws to both stored-property type (:71) + init param (:76). Lets boxplot guard call try log.throwError to abort. Ripple: call site externalTransform.transform(...) @:588 → try (already inside applySingleDataTransform which is throws). Source-compatible with other 6 constructors (non-throwing literal satisfies throws closure). Name transform verbatim (.throws denotes effect). L0 (ExternalDataTransformParam/Result exist).
L0	wire/extend	model/Global._mergeOption.replaceMergeHoles	mappingToExists	Sources/EChartsKit/util/modelUtil.swift	enum model	public static func mappingToExists(_ existings: [MappingExistingItem?]?, _ newCmptOptionsInput: [ComponentOption]?, _ mode: MappingToExistsMode) -> MappingResult   // element type widened to Optional; internal helpers must follow: static func prepareResult(_ existings: [MappingExistingItem?], _ existingIdIdxMap: HashMap<Double>, _ mode: MappingToExistsMode) -> MappingResult  and  static func mappingById(_ result: inout MappingResult, _ existings: [MappingExistingItem?], _ existingIdIdxMap: HashMap<Double>, _ newCmptOptions: inout [ComponentOption?])	upstream/echarts/src/util/model.ts	1	Sources/EChartsKit/model/Global.swift	EXISTS — fix EXTENDS/edits ported enum model mapping family (mappingToExists@579, prepareResult@640, mappingById@676; ByName/ByIndex/InReplaceAllMode@705/733/787). Root cause: faithfulness drift — upstream existings:T[] may contain null holes (model.ts:304), prepareResult iterates by index @302 so map won't omit holes. Swift narrowed to non-optional [MappingExistingItem]. FIX (two files): (1) modelUtil.swift widen existings element MappingExistingItem→MappingExistingItem? in mappingToExists (param [MappingExistingItem?]?, `let existings = existings ?? []`), prepareResult, mappingById; prepareResult existings[index] now Optional (keep guard @656 + isComponentIdInternal ternary @665 — takes Optional @984); mappingById existings[Int(idx)]@699 Optional → resultItem.existing (already Optional @275). ByName/ByIndex/InReplaceAll don't read existings, no change. (2) Global.swift 417-421 (live bug): oldExistings built with .compactMap DROPS holes (POTENTIAL-BUG 413-416) → change to .map preserving nils. Downstream loop 448-463 handles both-nil. L0 (types exist). Name verbatim; enum model; call site Global:427.
L0	wire/extend	model/Model.resolveParentPath+getModelLive	resolveParentPath	Sources/EChartsKit/model/Model.swift	extension Model	open func resolveParentPath(_ path: [String]?) -> [String]?  // plus existing non-cloning `getModel(_ path: [String]? = nil, _ parentModel: Model? = nil) -> Model`	upstream/echarts/src/model/Model.ts	2	Sources/EChartsKit/chart/graph/GraphSeries.swift; Sources/EChartsKit/chart/treemap/TreemapSeries.swift	RESOLUTION: no new Model provider — shared hook exists, sufficient. (1) resolveParentPath already @Model.swift:237 (identity resolver, upstream Model.ts:200). Upstream reassigns per-instance (JS prototype swap); Swift → SUBCLASS OVERRIDE, proven in ChordSeries.swift (ChordEdgeLabelItemModel overrides resolveParentPath+re-wraps getModel; ChordEdgeLabelChildModel overrides resolveParentPath). GraphSeries edgeData label→edgeLabel redirect is POTENTIAL-BUG stub (GraphSeries:260-267, wrapMethod returns unchanged); FIX = copy chord's two-subclass pattern. No change to Model.swift. (2) getModel live reference-sharing satisfied: Model.getModel (184-198) returns Model(obj,...) NO clone. Treemap designatedVisualModel gap (TreemapSeries:127-134) is Swift value semantics, not Model API — FIX consumer-side: box shared itemStyle in a reference type stored in option[itemStyle]. exists=true (fix uses existing symbol), L0. Chord is reference impl for graph half.
L0	wire/extend	util/decal.createOrUpdatePatternFromDecal	createOrUpdatePatternFromDecal	Sources/EChartsKit/util/decal.swift	enum decal	public func createOrUpdatePatternFromDecal(_ decalObject: Any?, _ api: ExtensionAPI) -> Pattern?	upstream/echarts/src/util/decal.ts	1	Sources/EChartsKit/chart/custom/CustomView.swift	"ALREADY DEFINED at decal.swift:82-85. No creation; fix EXTENDS. Deviations: (1) bare top-level free func (NOT enum decal); (2) first param Any? (accepts [String:Any] dict, sentinel ""none"", or nil); (3) return Pattern?; (4) upstream decalMap WeakMap dropped — value-keyed _decalCache LRU. Deps (ExtensionAPI, Pattern, createSymbol, getLeastCommonMultiple, decalCGPathBuilder) exist → L0. Consumer CustomView uses it for style.decal → pattern fill."
L0	wire/extend	util/graphic.groupTransition	groupTransition	Sources/EChartsKit/util/graphic.swift	enum graphic	public func groupTransition(_ g1: Group?, _ g2: Group?, _ animatableModel: Model?)	upstream/echarts/src/util/graphic.ts	4	Sources/EChartsKit/component/axis/SingleAxisView.swift; Sources/EChartsKit/component/axis/CartesianAxisView.swift; Sources/EChartsKit/component/axis/RadiusAxisView.swift; Sources/EChartsKit/component/parallel/ParallelComponentView.swift	ALREADY FULLY PORTED — do not create. graphic.swift:322 top-level public free func (bare, call as groupTransition(...)); faithful of upstream 406-447. Deps (updateProps, innerStore.getECData, util.clone, Group.traverse, Path.shape, Element.anid) exist → L0. Work at 4 consumers: replace PORT-NOTE(deferred) stale comment guarding a live no-op with the real call, capturing OLD axis group before rebuild + passing new group + axis model: CartesianAxisView:131, SingleAxisView:150, RadiusAxisView:125 (radiusAxisModel), ParallelComponentView:495 (real 5th consumer). anid tagging on axis elements must be present (CartesianAxisView:248).
L0	wire/extend	util/graphic.setTooltipConfig	setTooltipConfig	Sources/EChartsKit/util/graphic.swift	enum graphic	public func setTooltipConfig(el: Element, componentModel: ComponentModel, itemName: String, itemTooltipOption: Any? = nil, formatterParamsExtra: [String: Any]? = nil)	upstream/echarts/src/util/graphic.ts	7	Sources/EChartsKit/component/graphic/GraphicView.swift; Sources/EChartsKit/component/axis/AxisBuilder.swift; Sources/EChartsKit/component/toolbox/ToolboxView.swift; Sources/EChartsKit/component/legend/LegendView.swift; Sources/EChartsKit/component/axis/AngleAxisView.swift; Sources/EChartsKit/component/geo/GeoView.swift; Sources/EChartsKit/component/matrix/MatrixView.swift	ALREADY DEFINED — WIRING task, not creation. Full faithful port of upstream setTooltipConfig exists at graphic.swift:376-433 as a file-scope public func (NOT inside enum graphic; call sites use bare setTooltipConfig(...)). Deps (formatterParamsHasOwn, ComponentModel.mainType/componentIndex, ComponentItemTooltipLabelFormatterParams, ECData.TooltipConfig, innerStore.getECData) all exist → L0. Work = remove PORT-NOTE(deferred) stubs at 7 call sites and insert real calls: GraphicView:274, AxisBuilder:839+:1483, ToolboxView:355, LegendView:614 (gated on tooltipModel.get('show')), AngleAxisView:400, GeoView.resetTooltipForRegion, MatrixView:398. Runtime resolution of ecData.tooltipConfig by TooltipView is separate.
L0	wire/extend	util/layout.applyPreserveAspect+getLayoutRect	applyPreserveAspect / getLayoutRect	Sources/EChartsKit/util/layout.swift	enum layout	public static func getLayoutRect(_ positionInfo: BoxLayoutOptionMixin, _ containerRect: LayoutRect, _ margin: Any? = nil) -> LayoutRect  //// + dynamic overload getLayoutRect(_ positionInfo: Any?, _ containerRect: LayoutRect, _ margin: Any? = nil) -> LayoutRect  //// public static func applyPreserveAspect(_ component: ComponentModel, _ layoutRect: LayoutRect, _ aspect: Double) -> LayoutRect	upstream/echarts/src/util/layout.ts	2	Sources/EChartsKit/chart/graph/createView.swift; Sources/EChartsKit/coord/geo/geoCreator.swift	ALREADY PORTED — documents existing definition. Both in enum layout: getLayoutRect (two overloads BoxLayoutOptionMixin + dynamic bag) → getLayoutRectImpl (:390); applyPreserveAspect (:509) calls getLayoutRect. L0 (ComponentModel.getShallow, parsePercent, normalizeCssArray, BoundingRect, layoutJsTruthy). Lowercase enum layout per §2. GAPS: (1) getLayoutRectImpl:488 upstream rect.margin=margin DROPPED (LayoutRect=BoundingRect no margin slot); no consumer reads .margin. (2) STALE COMMENT graph/createView.swift 29-31 claims applyPreserveAspect NOT ported — FALSE; live, should be wired in getViewRect. geoCreator:230 commented-out call site too — verify geo/graph invoke or skip aspect.
L0	wire/extend	util/shape/sausage.Sausage	SausagePath	Sources/EChartsKit/chart/gauge/Sausage.swift	type	public final class SausagePath: Path { public override init(_ opts: ElementProps? = nil); public override func getDefaultShape() -> PathShape; public override func buildPath(_ ctx: PathProxy, _ shape: PathShape, _ inBatch: Bool) }  // companion: public struct SausageShape: PathShape { cx, cy, r0, r, startAngle, endAngle: Double; clockwise: Bool }; public typealias SausagePathProps = PathProps	upstream/echarts/src/util/shape/sausage.ts	2	Sources/EChartsKit/chart/gauge/GaugeView.swift; Sources/EChartsKit/chart/bar/BarView.swift	"ALREADY FULLY PORTED AND CORRECT. SausagePath + SausageShape live in chart/gauge/Sausage.swift (location deviation from util/shape/sausage.ts, co-located with only consumer; documented). buildPath line-for-line faithful. SausageShape adds animationGet/Set for progress-arc endAngle tween. Deps existing → L0. Canonical name = SausagePath verbatim (NOT Sausage import binding). WIRING: (1) GaugeView wired (~259-268, ~631-639); (2) BarView NOT wired — stale PORT-NOTE ""Sausage not ported"" (46,103,412-418,1339,1358,1368,1415,1427); roundCap read then ignored (1427); polar bar broadly deferred (elementCreator.polar:838) so wiring needs polar-sector path. SEPARATE symbol flagged (sectorLabel.setSectorTextRotation) is from label/sectorLabel.ts, NOT sausage.ts, not ported — own SYMBOLS.tsv row."
L0	wire/extend	util/symbol.createSymbol.image+ZRImage	createSymbol	Sources/EChartsKit/util/symbol.swift	enum symbol	"public static func createSymbol(_ symbolTypeIn: String, _ x: Double, _ y: Double, _ w: Double, _ h: Double, _ color: ZRenderKit.ZRColor? = nil, _ keepAspect: Bool? = nil) -> ECSymbol  // image:// branch: symbolPath = ZRenderKit.makeImage(src, BoundingRect(x,y,w,h), keepAspect ? ""center"" : ""cover""); backed by `extension ZRenderKit.ZRImage: ECSymbol { setColor no-op; getColor -> .string(""transparent"") }`"	upstream/echarts/src/util/symbol.ts	3	Sources/EChartsKit/chart/radar/RadarView.swift; Sources/EChartsKit/chart/bar/PictorialBarView.swift; Sources/EChartsKit/chart/helper/SymbolElement.swift	ALREADY FULLY PORTED AND GREEN. symbol.createSymbol (symbol.swift:613) implements image:// branch (633-640) via ZRenderKit.makeImage; file declares extension ZRImage: ECSymbol (464-472). Deps exist: ZRImage:Displayable (Image.swift:155) with __isEmptyBrush (:175), makeImage (ToolPath.swift:513). ZRImage.setColor faithful no-op; doesn't touch pathStyle (ZRImage has imageStyle). createSymbol returns ECSymbol protocol so ZRImage flows fine. L0. REMAINING = consumer-side stale comments guarding now-live instanceof ZRImage handling: RadarView:387-388, PictorialBarView:37-38, SymbolElement:32/:251 — revisit to enable ZRImage branches; the provider itself is done.
L0	wire/extend	util/throttle.throttle	throttle	Sources/EChartsKit/util/throttle.swift	enum throttleUtil	public static func throttle(_ fn: @escaping () -> Void, _ delay: Double? = nil, _ debounce: Bool = false) -> ThrottledFunction	upstream/echarts/src/util/throttle.ts	4	Sources/EChartsKit/component/tooltip/TooltipView.swift; Sources/EChartsKit/component/axisPointer/globalListener.swift; Sources/EChartsKit/component/brush/brushVisual.swift; Sources/EChartsKit/component/axisPointer/BaseAxisPointer.swift	ALREADY FULLY PORTED — EXTENDS existing file, nothing to create. throttle.ts exports throttle/createOrUpdate/clear + ThrottleType + ThrottleController; all in throttle.swift (204 lines). Namespace enum is throttleUtil (NOT throttle) to avoid func/enum name collision + keep `throttleUtil.createOrUpdate` call sites. ThrottleController folded into final class ThrottledFunction (callAsFunction, self-controller). createOrUpdate/clear take existing wrapper + raw origin, return wrapper. ThrottleType top-level enum {fixRate, debounce}. setTimeout → DispatchQueue.main.asyncAfter + DispatchWorkItem. Nullary closures. L0 (Foundation only).
L0	wire/extend	util/types.OrderedHashMap	HashMap	Sources/EChartsKit/util/modelUtil.swift	type	public final class HashMap<V> { public init(); @discardableResult public func set(_ key: Any?, _ value: V) -> V; public func get(_ key: Any?) -> V?; public func hasKey(_ key: Any?) -> Bool; public func each(_ cb: (V, String) -> Void); public func keys() -> [String]; public func removeKey(_ key: Any?) }  // plus free func: public func createHashMap<V>() -> HashMap<V>. Backed by [String:V] data + [String] _keys for JS insertion order; keys coerced via fileprivate hashKey(Any?) -> String.	upstream/zrender/src/core/util.ts	6	Sources/EChartsKit/util/format.swift; Sources/EChartsKit/util/modelUtil.swift; Sources/EChartsKit/data/Source.swift; Sources/EChartsKit/data/helper/createDimensions.swift; Sources/EChartsKit/core/Scheduler.swift; Sources/EChartsKit/visual/VisualMapping.swift	"ALREADY EXISTS — no creation. Upstream export HashMap (util.ts 749-808) + createHashMap; extract's ""OrderedHashMap"" is a rename, must NOT use — canonical HashMap verbatim. Defined modelUtil.swift:106 (class) + :151 (createHashMap), NOT util/types.swift. public final class HashMap<V> backed by [String:V]+[String] order list. Full surface: get/set/each/keys/hasKey/removeKey. Generic KEY dropped (string-coerced via hashKey, nil→undefined). ZRenderKit intentionally didn't port (util.swift:488). Gaps (unused): seed constructor not ported; null/undefined key collapsed to undefined. All 6 consumers use get/set/each/keys. L0."
L0	wire/extend	util/types.StageHandlerPlan.optional	StageHandlerPlan	Sources/EChartsKit/util/types.swift	type	public typealias StageHandlerPlan = (SeriesModel, GlobalModel, ExtensionAPI, Payload?) -> StageHandlerPlanReturn?	upstream/echarts/src/util/types.ts	5	Sources/EChartsKit/chart/lines/linesLayout.swift; Sources/EChartsKit/layout/points.swift; Sources/EChartsKit/layout/barGrid.swift; Sources/EChartsKit/chart/candlestick/candlestickVisual.swift; Sources/EChartsKit/chart/candlestick/candlestickLayout.swift	EXTEND (modify) existing typealias, do NOT create. Upstream StageHandlerPlanReturn = 'reset'|false|null|undefined (already nullable). Swift TaskPlanCallbackReturn (task.swift:114) is non-optional enum with sole .reset, collapsing falsy → nil at Optional layer → faithful return is StageHandlerPlanReturn?. Current typealias (types.swift:716-717) drops the ? → the bug. Fix = change line 717 return to StageHandlerPlanReturn? (single-token). Lets a planner represent nil instead of the workaround where all 5 consumers set handler.plan=nil + leave createRenderPlanner() unwired (each has matching PORT-NOTE, e.g. barGrid:487-495, candlestickLayout:102-108). createRenderPlanner() returns 1-arg (SeriesModel)->StageHandlerPlanReturn?; after relaxation, adapter `{sm,_,_,_ in planner(sm)}` still needed per consumer (separate follow-up). L0 (all referenced types exist). plan consumer = StageHandler.plan (types.swift:676).
L0	wire/extend	visual/VisualMapping.prepareVisualTypes.alphaFilter	prepareVisualTypes	Sources/EChartsKit/visual/VisualMapping.swift	extension VisualMapping	static func prepareVisualTypes(_ visualTypes: Any?) -> [String]  // signature UNCHANGED; in-body edit of the existing static method (VisualMapping.swift:507)	upstream/echarts/src/visual/VisualMapping.ts (prepareVisualTypes @ L431-456); hidden slot created in upstream/echarts/src/visual/visualSolution.ts L87,L94-101 (Creater.prototype.__hidden trick)	3	Sources/EChartsKit/visual/visualSolution.swift; Sources/EChartsKit/component/visualMap/visualEncoding.swift; Sources/EChartsKit/component/visualMap/VisualMapView.swift	"FIX: in prepareVisualTypes object branch (512-516), skip hidden slot — `if type == ""__alphaForOpacity"" { continue }`. Faithful to upstream (__alphaForOpacity on Creater.prototype.__hidden, invisible to hasOwnProperty each); mappings dict KEEPS the entry so opacity→__alphaForOpacity remap lookups resolve. Use literal or hoist alphaForOpacityKey (visualSolution.swift:45) into shared constant. L0. WHY: getColorVisual (visualEncoding:149) calls prepareVisualTypes(mappings) unfiltered → __alphaForOpacity leaks → loop (159-166) applies colorAlpha twice → alpha double-modified. FOLLOW-UP: manual .filter in visualSolution applyVisual (154-155) + incrementalApplyVisual (217-218) become redundant → remove. VisualMapView:180 no change (already safe). In-place body edit, exists=true."
L1	create	chart/graph/GraphView.startForceLayoutIteration	_startForceLayoutIteration	Sources/EChartsKit/chart/graph/GraphView.swift	extension GraphView	private func _startForceLayoutIteration(_ forceLayout: ForceLayoutInstance, _ api: ExtensionAPI, _ layoutAnimation: Bool?)	upstream/echarts/src/chart/graph/GraphView.ts	2	Sources/EChartsKit/chart/graph/GraphView.swift; Sources/EChartsKit/chart/graph/forceLayout.swift	Upstream _startForceLayoutIteration (private, GraphView.ts:247-268) self-recursive step() closure calling forceLayout.step(cb); cb runs updateLayout, renders thumbnail on stop/first-frame, sets _layouting, re-schedules via setTimeout(step,16) or sync. Preserve leading underscore. exists=false (only deferred PORT-NOTE GraphView:392; dormant state _layoutTimeout/_layouting also unported 82,398-404). CREATE as method on GraphView. forceLayout param → ForceLayoutInstance (forceHelper.swift:110, step(cb)->Bool). Caller downcasts GraphSeriesModel.forceLayout (Any? @GraphSeries:98). layoutAnimation → Bool? (from get(['force','layoutAnimation'])). L1 (not L0): depends on to-be-created deferred providers: (1) GraphView.updateLayout (no func, deferred :395, needs SymbolDraw/LineDraw.updateLayout); (2) _renderThumbnail/thumbnail bridge (deferred 381,413-414); (3) live per-frame animation host replacing setTimeout. ForceLayoutInstance.step + ExtensionAPI exist. COMPENSATION-REMOVAL: forceLayout.swift:245-253 runs synchronous while-loop settle (1500-iter stand-in); wiring requires dropping to single forceInstance.step() + render() (165-168) call _startForceLayoutIteration when forceLayout != nil (guard _layouting for drag warmUp GraphView.ts:174-175). Restore isForceLayout gate for thumbnail (236-239).
L1	create	component/helper/MapDraw	MapDraw	Sources/EChartsKit/component/helper/MapDraw.swift	type	final class MapDraw { ⏎     let group: Group ⏎     private let uid: String ⏎     private var _controller: RoamController ⏎     private var _mouseDownFlag: Bool ⏎     private var _transformGroup: Group ⏎     private var _regionsGroup: Group          // RegionsGroup (typealias of Group) ⏎     private var _regionsGroupByName: HashMap<Group>? ⏎     private var _svgMapName: String? ⏎     private var _svgGroup: Group ⏎     private var _svgGraphicRecord: GeoSVGGraphicRecord? ⏎     private var _svgDispatcherMap: HashMap<[Element]>?   // keyed RegionName ⏎     init(_ api: ExtensionAPI) ⏎     func draw(_ mapOrGeoModel: MapOrGeoModel, _ ecModel: GlobalModel, _ api: ExtensionAPI, _ fromView: ChartView /* MapView | GeoView */, _ payload: Payload?) ⏎     func __updateOnOwnRoam(_ mapOrGeoModel: MapOrGeoModel) ⏎     func remove() ⏎     // + file-private helpers: _buildGeoJSON, _buildSVG, _enableBlurEntireSVG, ⏎     //   findHighDownDispatchers, _svgResourceChanged, _useSVG, _freeSVG, ⏎     //   _updateMapSelectHandler, and free funcs resetEventTriggerForRegion, ⏎     //   resetStateTriggerForRegion, resetLabelForRegion, applyOptionStyleForRegion, ⏎     //   getFixedItemStyle, getRegionModel(...) ⏎ }	upstream/echarts/src/component/helper/MapDraw.ts	2	Sources/EChartsKit/chart/map/MapView.swift; Sources/EChartsKit/component/geo/GeoView.swift	LAYER CORRECTED L0→L1 (reviewer-confirmed): MapDraw's core draw()/__updateOnOwnRoam path calls applyViewCoordSysTransToElement (MapDraw.ts:202/241), which does NOT exist in Sources/ yet (grep: only PORT-NOTE comments; it is the to-be-created coord/View.roamTransformPipeline row, exists=false). So MapDraw depends on a to-be-created provider → L1; provider-first ordering must build coord/View.roamTransformPipeline first. All OTHER deps already exist (RoamController component/helper/RoamController.swift, View coord-sys trans consts, getUID componentUtil.swift, updateRoamControllerSimply roamHelperGeo.swift, Group/Rect/BoundingRect). ⏎  ⏎ Upstream default export class (889 lines). Canonical name MapDraw verbatim; container=type. MUST BE CREATED (only PORT-NOTE refs). GeoView.swift INLINED a static subset (_buildGeoJSON/_buildSVG/applyOptionStyleForRegion/reset*ForRegion/_enableBlurEntireSVG/findHighDownDispatchers/getFixedItemStyle, DEFERRED roam blocks) with line-refs back to MapDraw.ts — RECONCILE/remove into this class (GeoView:25-30,80-101,138-173,305-701; no-op roam @632). readonly group is public API mounted by MapView/GeoView; __updateOnOwnRoam self-roam entry (roamHelperGeo:36). TRAPS: (1) fromView union → shared base/protocol param (avoid witness trap); (2) resetEventTriggerForRegion sets el.dataIndex via dataIndexInside; (3) geoModel data==null (GEO styling) vs MapSeries data branch — keep both.
L1	create	label/labelGuideHelper.setLabelLineStyle+Polyline	setLabelLineStyle	Sources/EChartsKit/label/labelGuideHelper.swift	enum labelGuideHelper	public static func setLabelLineStyle(_ targetEl: Element, _ statesModels: [String: Model], _ defaultStyle: PathStyleProps? = nil)	echarts/src/label/labelGuideHelper.ts	3	Sources/EChartsKit/chart/funnel/FunnelView.swift; Sources/EChartsKit/chart/pie/PieView.swift; Sources/EChartsKit/label/LabelManager.swift	CANONICAL = setLabelLineStyle (labelGuideHelper.ts:589). Enum labelGuideHelper EXISTS; sibling getLabelLineStatesModels PORTED (:561) — do NOT recreate. CREATE setLabelLineStyle into existing enum + private setLabelLineState (ts:531) + buildLabelLinePath (ts:555). exists=false. Record<DisplayState,LabelLineModel>→[String:Model]; Polyline['style']→PathStyleProps?. L1 (NOT L0): core act is `labelLine.buildPath = buildLabelLinePath` per-instance reassignment on Polyline; Swift Polyline is final class, buildPath only open override, existing __morphBuildPath seam is internal to ZRenderKit → unreachable from EChartsKit. DEPENDS ON to-be-created ZRenderKit provider: public settable per-instance buildPath override on Polyline (expose __morphBuildPath publicly / add public buildPath closure seam / un-final). Prefer reusing __morphBuildPath exposed publicly. Deps existing (don't block): text-guide plumbing (Element:1355/1359/1372/1295/395/377), ensureState, Path.useStyle(PathStyleProps), PolylineShape, SPECIAL/DISPLAY_STATES, retrieve2/defaults, vector.dist/lerp, PathProxy. FIDELITY: (1) stateObj.style vs useStyle ternary; (2) smooth Bool-true→0.3 then max(+smooth,0)||0 (Int-vs-Double trap); (3) after loop defaults(style,defaultStyle) then FORCE style.fill=null (clear pathStyle.fill directly) + textGuideLineConfig.showAbove; (4) NORMAL first. Consumers: FunnelView:170, PieView:221; LabelManager.ts:522 — verify LabelManager.swift ported before wiring third.
L1	wire/extend	core/ECharts.visualStageHandlerPipeline	buildVisualHandlers	Sources/EChartsKit/core/ECharts.swift	extension ECharts	func buildVisualHandlers() -> [StageHandlerInternal]	upstream/echarts/src/core/echarts.ts	2	Sources/EChartsKit/chart/lines/linesInstall.swift; Sources/EChartsKit/core/ECharts.swift	NAMING EXCEPTION AUDITED (reviewer low-severity/defensible — kept): upstream identifier is the module-level `const visualFuncs` (echarts.ts:2903), populated via registerVisual and passed to Scheduler. This row keeps the port-invented name buildVisualHandlers because it PRE-EXISTS, is consumed at two live call sites (ECharts.swift:612,1422), and deliberately mirrors its sibling buildDataProcessorHandlers; the visualFuncs↔buildVisualHandlers mapping is recorded here so the naming exception stays auditable — do NOT silently treat buildVisualHandlers as an upstream identifier, and do NOT rename to visualFuncs. ⏎  ⏎ EXISTS as instance method @ECharts.swift:612 (currently `return []`), consumed @1422 Scheduler(...). Fix EXTENDS (populate array). Upstream visualFuncs populated by registerVisual (echarts.ts:3231-3367: seriesStyleTask, dataStyleTask, dataColorPaletteTask, seriesSymbolTask, dataSymbolTask, decalVisualStageHandler, per-chart e.g. linesVisual), timsorted, passed to Scheduler. INSTANCE (not static like sibling) because it reads per-instance registered visual state. Currently [] = intentional deferral to C2 (visual stage stays DIRECT call; routing needs stub outputData passthrough fix). L1: array needs StageHandlerInternal (exists) but being non-dead depends on Scheduler.performVisualTasks routing + outputData passthrough + linesVisual port (to-be-wired C2).
