category	severity	effort	verified	cluster	file	line	summary	evidence	upstreamModule
STALE	none	small	Y		Sources/EChartsKit/chart/graph/graphHelper.swift	26	Import comment claims GraphSeries.swift is not ported yet; it exists.	find -> Sources/EChartsKit/chart/graph/GraphSeries.swift exists. Import doc-comment 'GraphSeries.swift is not ported yet' is stale. Pure documentation, no behavioral effect.	
STALE	none	small	Y		Sources/EChartsKit/chart/graph/graphHelper.swift	29	Import comment claims coord/View.swift is not ported yet; it exists (isViewCoordSys defined).	coord/View.swift exists with isViewCoordSys defined at View.swift:516. Comment 'coord/View.swift is not ported yet' is stale re: the file. NOTE the specific fn calcCompensationScaleToPreserveNodeSize is still absent (see line 48), but the file/isViewCoordSys claim is confirmed stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/graph/graphHelper.swift	38	Comment says getNodeGlobalScale is typed against SeriesModel 'until GraphSeries.swift lands'; GraphSeries.swift has landed so the param could be narrowed.	GraphSeries.swift has landed, so the SeriesModel-instead-of-GraphSeriesModel widening rationale is stale. Purely a type-narrowing doc-note (LANG_DIFF); only .coordinateSystem is accessed, no behavioral difference.	
STALE	none	small	Y		Sources/EChartsKit/chart/graph/simpleLayout.swift	30	Comment claims chart/graph/GraphSeries.ts is 'not ported yet', but GraphSeries.swift now defines GraphSeriesModel and SERIES_TYPE_GRAPH, which this file already uses (as! GraphSeriesModel).	"Comment says 'chart/graph/GraphSeries.ts not ported yet'. Grep of GraphSeries.swift confirms `public let SERIES_TYPE_GRAPH = ""graph""` (line 63) and `open class GraphSeriesModel: SeriesModel` (line 66). simpleLayout.swift actively uses both: line 38-40 builds graphSimpleLayoutStageHandler with SERIES_TYPE_GRAPH, and line 48 does `seriesModelBase as! GraphSeriesModel`. The symbols exist and are on a live code path, so the 'not ported yet' comment is stale. Pure documentation staleness — the code compiles and runs against the real symbols, so no behavioral difference. Severity none."	
STALE	none	small	Y		Sources/EChartsKit/chart/graph/simpleLayoutHelper.swift	27	"import note claims GraphSeries.ts ""not ported yet"", but GraphSeries.swift exists and simpleLayout uses GraphSeriesModel directly."	find located Sources/EChartsKit/chart/graph/GraphSeries.swift. simpleLayout(_ seriesModel: GraphSeriesModel) uses the concrete model directly (line 33). 'GraphSeries.ts not ported yet' is stale. No behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/graph/simpleLayoutHelper.swift	28	"import note claims data/Graph.ts ""not ported yet"", but Graph.swift exists and simpleLayoutEdge takes a concrete Graph parameter."	find located Sources/EChartsKit/data/Graph.swift. simpleLayoutEdge(_ graph: Graph, ...) takes the concrete Graph (line 52). 'data/Graph.ts not ported yet' is stale. No behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/graph/simpleLayoutHelper.swift	31	"import note claims multipleGraphEdgeHelper.ts ""not ported yet"", but the helper exists and getCurvenessForEdge is actively called at line 61."	find located Sources/EChartsKit/chart/helper/multipleGraphEdgeHelper.swift; getCurvenessForEdge is actively called at line 61 (multipleGraphEdgeHelper.getCurvenessForEdge(...)). 'multipleGraphEdgeHelper.ts not ported yet' is stale. No behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	32	Comment says geo coord is not ported (geo path deferred), but the geo coordinate system is ported.	Comment says geo coord not ported, but coord/geo/Geo.swift + geoCreator.swift etc. exist and HeatmapView.swift:183 actually downcasts `as? Geo` and calls _renderOnGeo. Stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	34	Comment says calendar coord is not ported, but it is.	Comment says calendar coord not ported, but coord/calendar/Calendar.swift exists. Stale (comment only; heatmap calendar render branch still deferred but the coord IS ported).	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	35	Comment says matrix coord is not ported, but it is.	Comment says matrix coord not ported, but coord/matrix/Matrix.swift exists. Stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	37	Comment says visual/tokens.ts is not ported yet and inlines tokens.color.primary; visual/tokens is now ported and could be re-wired.	Comment says visual/tokens.ts not ported, but visual/tokens.swift exists. Inlined constant is faithful; re-wire opportunity only. Stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	88	Comment on the dependencies list claims geo/calendar/matrix coord systems are not ported; all three are now ported (dependency list itself is faithful).	Dependency-list comment claims geo/calendar/matrix not ported; all three coord dirs exist. The dependency array itself is faithful. Stale comment.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	131	defaultOption comment says geo coord is not ported; it is (geoIndex default itself is faithful).	defaultOption comment says geo coord not ported; it is (coord/geo). geoIndex default itself faithful. Stale comment.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	135	Comment says the geo/large blurred-canvas path (HeatmapLayer.ts) is a PORT-TODO/not ported, but the blur layer is ported.	Comment says HeatmapLayer blur path is a PORT-TODO/not ported, but it IS ported: HeatmapView.swift:110 holds _hmLayer: HeatmapLayer (chart/heatmap/HeatmapBlurLayer.swift), and _renderOnGeo (line 525+) implements the blurred-canvas geo path. Stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	146	select.itemStyle.borderColor inlines tokens.color.primary claiming visual/tokens.swift hasn't landed; it has.	select.itemStyle.borderColor comment claims visual/tokens.swift hasn't landed; it has. Inlined #3c3c41 is the faithful resolved value. Stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapView.swift	27	Comment says util/states NOT ported and the toggleHoverEmphasis block deferred, but states.swift exists and the block is wired (L247-248, L461-462, L500-501).	states.swift exists; toggleHoverEmphasis/setStatesStylesFromModel wired at L247-248, L461-462, L500-501. Comment stale; hover fully wired.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapView.swift	29	Comment says HeatmapLayer canvas-blur layer NOT ported / _renderOnGeo deferred, but HeatmapBlurLayer.swift exists and _renderOnGeo is fully implemented (L529-650).	HeatmapBlurLayer.swift defines final class HeatmapLayer; _renderOnGeo is fully implemented (L529-650) and dispatched from render() (L183-189). Comment 'canvas-blur layer NOT ported / _renderOnGeo deferred' is stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapView.swift	37	Comment says PiecewiseModel/ContinuousModel are geo-path-only/deferred, but both are ported and actively cast/used (L593, L597).	PiecewiseModel.swift and ContinuousModel.swift exist and are cast/used at L593 (ContinuousModel) and L597 (PiecewiseModel). Comment 'geo-path only / deferred' is stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapView.swift	42	Comment says Calendar coord NOT wired for heatmap, but Calendar.swift exists and _renderOnCalendar is implemented and dispatched (L177-181, L201).	coord/calendar/Calendar.swift exists; _renderOnCalendar implemented (L201) and dispatched at L177-181. Comment 'Calendar coord NOT wired for heatmap' is stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapView.swift	55	PORT SCOPE note claims the calendar branch is still a PORT-TODO, but calendar heatmap is now implemented (_renderOnCalendar); only matrix + large/progressive remain.	PORT SCOPE note lumps calendar with the deferred branches, but _renderOnCalendar is implemented and dispatched. Scope note is outdated re calendar; only matrix + large/progressive genuinely remain.	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapView.swift	353	Comment says getLabelStatesModels stays deferred, but labelStyle.getLabelStatesModels is ported (cell label block still unwired).	getLabelStatesModels is ported (labelStyle.swift:404). Comment 'stays deferred' is stale about the symbol; cell label block still unwired (tracked at L483).	
STALE	none	small	Y		Sources/EChartsKit/chart/heatmap/HeatmapView.swift	499	Comment says hover layer deferred, but hover wiring is done (states.setStatesStylesFromModel/toggleHoverEmphasis L500-501); only the incremental id assignment remains missing.	Hover wiring is done (states.setStatesStylesFromModel/toggleHoverEmphasis L500-501). Comment 'hover layer deferred' stale; only the incremental-id assignment residually missing.	
STALE	none	small	Y		Sources/EChartsKit/chart/helper/createClipPathFromCoordSys.swift	28	Header says graphic.initProps (basicTransition.initProps) is NOT ported yet, but it is ported and used in createGridClipPath below.	initProps IS ported (basicTransition.swift:99) and actually CALLED in createGridClipPath at line 121. The header note 'graphic.initProps NOT ported yet' is stale; the code already uses it.	
STALE	none	small	Y		Sources/EChartsKit/chart/helper/createClipPathFromCoordSys.swift	36	Import note 'Polar not ported' is false; coord/polar/Polar is ported.	coord/polar/Polar.swift exists. Import note 'Polar not ported' is stale. (Behavioral consequence tracked at :133/:185.)	
STALE	none	small	Y		Sources/EChartsKit/chart/line/LineSeries.swift	6	Header note says the full LineSeries option surface (areaStyle, step, stack, ...) is a documented PORT-TODO, but areaStyle/step/stacking are now implemented in LineView.	Header lists areaStyle/step/stack as documented PORT-TODO, but LineView.swift implements all three: areaStyle pass (lines 128-159, getAreaStyle), step via lineStepPoints(points, seriesModel.get('step')) at line 90, and stacking via isDimensionStacked/getStackedDimension/stackedOverDimension (lines 49-50,135-144). Those three are no longer deferred; comment is stale for them (emphasis/endLabel/sampling remain out of scope but weren't the claim).	
STALE	none	small	Y		Sources/EChartsKit/chart/line/LineView.swift	5	Header calls this a 'minimal subset' with no symbols, areaStyle, step, stacking, clipping or draw-on animation as documented PORT-TODOs, but all of those are now implemented in this file.	Header 'minimal subset ... no symbols, areaStyle, step, stacking, clipping, or draw-on animation' is stale: SymbolDraw (line 23/272), areaStyle _polygon (24 hits), lineStepPoints/step (line 90), getStackedDimension stacking (line 50), setClipPath/createGridClipPath draw-on clip (lines 220-221) are ALL implemented. Doc-note only.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	31	Import annotation says 'EffectLine NOT ported', but chart/lines/EffectLine.swift exists and is invoked (EffectLine.add) when effect.show is on.	chart/lines/EffectLine.swift exists and EffectLine.add is invoked at LinesView.swift:300 when effect.show. Import annotation 'EffectLine NOT ported' is stale/misleading. No behavior impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	32	Says the moving-dot/trail effect is 'DEFERRED behind PORT-TODO', but the moving-dot symbol is now rendered via EffectLine.add (only the scaleY continuity-trail sub-feature remains deferred).	Moving-dot symbol IS rendered via EffectLine.add (line 300-310). Only the scaleY continuity-trail sub-feature remains deferred. 'DEFERRED behind PORT-TODO' stale. Doc only.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	35	Says 'EffectPolyline NOT ported (effect DEFERRED)', but EffectLine.swift ports EffectPolyline too and handles the polyline branch (isPolyline).	EffectLine.swift header says 'Ported from EffectLine.ts (+ EffectPolyline.ts)'; add() takes isPolyline and state carries isPolyline/_points/_offsets (EffectPolyline arc-walk). Polyline branch handled. 'EffectPolyline NOT ported' stale. Doc only.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	41	Says createClipPathFromCoordSys 'NOT ported' so `clip` is deferred, but the helper is now ported; the clip option could be wired (functionality still unset).	chart/helper/createClipPathFromCoordSys.swift exists (used by Scatter/Bar/Boxplot etc). Comment 'NOT ported' stale. clip option still unwired in LinesView (separate low gap), but the premise is false.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	46	Says motion-blur layer config (effect trail) is DEFERRED, but zr.configLayer with motionBlur/lastFrameAlpha is now applied by the host.	zr.configLayer(motionBlur, lastFrameAlpha) IS applied by host: EChartsView.swift:237-249 _setupLinesEffectLayers. 'DEFERRED' stale. Doc only (LinesView itself is zr-less at render, comment at 145 already documents host wiring).	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	54	Says getCurrentCanvasPainter canvas-layer clear (effect) is DEFERRED, but the effect is ported and its motion-blur layers are host-managed; the per-frame clear is subsumed by the painter's motionBlur config.	Motion-blur layers host-managed (EChartsView:245); per-frame clear subsumed by configLayer(motionBlur). 'getCurrentCanvasPainter layer clear DEFERRED' premise largely addressed. Doc only.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	104	Says getCurrentCanvasPainter layer clear + configLayer motion-blur (lastFrameAlpha) are DEFERRED, but the motion-blur configLayer is now applied by the live host.	configLayer motion-blur (lastFrameAlpha) applied by live host (EChartsView:245). getCurrentCanvasPainter clear subsumed. 'DEFERRED' partly stale. Doc only.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	106	Says _showEffect/trailLength → EffectLine/EffectPolyline moving-dot render is DEFERRED, but that render is now performed via EffectLine.add.	_showEffect/trailLength moving-dot render IS performed via EffectLine.add (300). 'DEFERRED' stale. Doc only.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	107	Says clip is deferred because helper/createClipPathFromCoordSys 'not ported', but that helper now exists; clip could be wired.	createClipPathFromCoordSys.swift exists; premise 'helper not ported' false. clip option still unwired (separate low gap), but comment is stale.	
STALE	none	medium	Y		Sources/EChartsKit/chart/lines/LinesView.swift	351	Attributes deferred incremental/progressive + updateLayout to 'core/task not ported', but core/task.swift and Scheduler.swift exist (and peer views implement incrementalRender) — the blocker premise is false.	core/task.swift and core/Scheduler.swift both exist; peer views implement incrementalRender. Blocker premise 'core/task not ported' is false. Incremental still unimplemented in LinesView (covered by 48), but this comment is stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/lines/LinesView.swift	355	remove()'s _clearLayer note says 'effect not ported', which is false — the effect is ported (EffectLine.swift); only the layer-clear-on-remove detail remains.	chart/lines/EffectLine.swift exists; 'effect not ported' false. remove() does removeAll + clears bookkeeping; only the canvas motion-blur layer-clear-on-remove detail remains (host-managed layers). Doc only.	
STALE	none	na	Y		Sources/EChartsKit/chart/lines/linesInstall.swift	28	Import note says chart/lines/LinesView.swift is a 'SEPARATE (later) port phase', but LinesView.swift now exists and is registered by the driver (ECharts.swift maps subType 'lines' -> LinesView()).	"LinesView.swift exists (find) and is wired: ECharts.swift:1131 '""lines"": { LinesView() }'. Import note calling LinesView a 'SEPARATE (later) port phase' is stale. No behavioral bug at this comment."	
STALE	none	na	Y		Sources/EChartsKit/chart/lines/linesInstall.swift	45	Commented `registerChartView(LinesView) // LinesView (later phase)` — LinesView now exists and is already registered by the driver.	Same as line 28: commented registerChartView(LinesView) 'later phase' is stale; LinesView() is registered by the driver (ECharts.swift:1131).	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapSeries.swift	42	Comment says component/tooltip/tooltipMarkup.ts NOT ported (tooltip deferred), but tooltipMarkup.swift with createTooltipMarkup now exists.	tooltipMarkup.swift EXISTS with createTooltipMarkup (component/tooltip/tooltipMarkup.swift:249). Comment 'NOT ported' stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapSeries.swift	44	Comment says util/symbol.ts NOT ported (legend icon deferred), but util/symbol.swift exists (createSymbol/ECSymbol).	util/symbol.swift EXISTS with createSymbol (line 599) and ECSymbol (protocol, line 41). Comment stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapSeries.swift	45	Comment says legend NOT ported, but component/legend exists and LegendIconParams is defined in LegendView.swift.	LegendIconParams EXISTS (LegendView.swift:76) and legend component is ported. Comment 'legend NOT ported' stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapSeries.swift	51	Comment says visual/tokens.ts NOT ported (colors inlined), but tokens.swift now exists.	tokens.swift EXISTS. Inlined map colors are documented as resolved token constants; behaviorally identical. Comment stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapView.swift	26	Comment says util/graphic initProps/updateProps NOT ported, but both exist in animation/basicTransition.swift and are used in this file (initProps:357, updateProps:478).	initProps/updateProps exist in basicTransition.swift (L99/L107) and are used in MapView. Comment stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapView.swift	42	Comment claims label/labelStyle NOT ported with a 'minimal plain-text reproduction inlined', but labelStyle.swift exists and MapView calls labelStyle.getLabelStatesModels/setLabelStyle directly (lines 699-700).	label/labelStyle.swift exists; MapView calls labelStyle.getLabelStatesModels + setLabelStyle at L699-700. Comment 'minimal plain-text reproduction inlined' is stale — real labelStyle is used.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapView.swift	45	Comment says util/states NOT ported with Z2_EMPHASIS_LIFT inlined, but util/states.swift exists (defines Z2_EMPHASIS_LIFT and setStatesFlag) and MapView already uses states.toggleHoverEmphasis/setStatesStylesFromModel/setDefaultStateProxy.	util/states.swift exists; Z2_EMPHASIS_LIFT at states.swift:67; MapView uses states.toggleHoverEmphasis/setStatesStylesFromModel/setDefaultStateProxy (L372,425,496,510,589,642-643). Comment 'states NOT ported' stale.	
STALE	none	medium	Y		Sources/EChartsKit/chart/map/MapView.swift	142	Comment says geoRoam self-roam short-circuit omitted because 'no RoamController yet', but RoamController.swift exists; map roam wiring is simply not done.	RoamController.swift exists, so 'no RoamController yet' is stale. Map roam is still unwired (separate FUNC_GAP at L827), but the symbol-existence classification holds.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapView.swift	180	DEFERRED block lists emphasis/select/blur states and decal as not-done, but emphasis states are applied (setStatesStylesFromModel/toggleHoverEmphasis) and decal is applied (createOrUpdatePatternFromDecal); only roam/projectionStream remain.	Emphasis states applied (setStatesStylesFromModel L372/496/642, toggleHoverEmphasis L425/510) and decal applied (createOrUpdatePatternFromDecal L333/455/621). Deferred block overstates; only roam/projectionStream/select truly remain.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/MapView.swift	760	z2EmphasisLift hardcoded to 10 with comment 'util/states.Z2_EMPHASIS_LIFT not ported', but Z2_EMPHASIS_LIFT is defined in util/states.swift.	Z2_EMPHASIS_LIFT defined states.swift:67 (==10); hardcoded local 10.0 at L760 with stale 'not ported' comment. Value matches the constant, so no behavioral difference — doc-only.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/mapInstall.swift	29	Comment says chart/map/MapView is a separate later port phase, but MapView.swift now exists and is registered.	"MapView.swift exists and is registered by the driver (ECharts.swift:1150 ""map"": { MapView() }). The comment is stale, but this entire file is commented-out boilerplate — no behavioral impact; registration lives in the driver."	
STALE	none	small	Y		Sources/EChartsKit/chart/map/mapInstall.swift	38	Comment says chart/map/mapSymbolLayout.ts NOT ported, but mapSymbolLayout.swift now exists.	mapSymbolLayout.swift exists (defines mapSymbolLayoutStageHandler at :40) and the driver invokes mapSymbolLayout(ecModel) at ECharts.swift:1749. Stale comment in dead boilerplate.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/mapInstall.swift	44	Boilerplate note claims MapView and mapSymbolLayoutStageHandler 'land with their own later port phases' but both have landed and are wired by the driver.	Both MapView (registered ECharts.swift:1150) and mapSymbolLayout (invoked :1749) have landed and are wired by the driver. Comment is stale; commented boilerplate, no behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/mapInstall.swift	52	Commented-out registerChartView(MapView) tagged 'MapView (later phase)' but MapView is ported and registered.	Commented-out registerChartView(MapView) is stale — MapView is ported and registered at ECharts.swift:1150. Dead comment.	
STALE	none	small	Y		Sources/EChartsKit/chart/map/mapInstall.swift	55	Commented-out registerLayout(mapSymbolLayoutStageHandler) tagged 'later phase' but it is ported and registered.	Commented-out registerLayout(mapSymbolLayoutStageHandler) is stale — the layout is ported and invoked by the driver at ECharts.swift:1749. Dead comment.	
STALE	none	small	Y		Sources/EChartsKit/chart/parallel/ParallelSeries.swift	136	Comment says getRawIndicesByActiveState depends on Parallel.eachActiveState which is 'DEFERRED', but eachActiveState is implemented and already invoked here.	grep 'func eachActiveState' -> Parallel.swift:478 (implemented). ParallelSeries.swift:148 already invokes coordSys?.eachActiveState(...). The 'DEFERRED' wording in the comment is stale; the path is wired and works. getRawIndicesByActiveState has no in-port callers (public event-handler API) but its body is correct. No behavioral difference.	
STALE	none	na	Y		Sources/EChartsKit/chart/parallel/ParallelView.swift	26	Comment says graphic.updateProps/initProps 'NOT ported — static render sets final geometry directly', but both are defined in basicTransition.swift and are actually called in render()/updateElCommon (shape morph + opacity fade).	updateProps and initProps ARE ported (basicTransition.swift:107,99) and called: render() uses updateProps for the shape morph (ParallelView:144) and updateElCommon uses initProps for the opacity fade (:338). Comment 'NOT ported — static render sets final geometry directly' is stale/incorrect.	
STALE	none	small	Y		Sources/EChartsKit/chart/parallel/parallelVisual.swift	60	Claims Parallel.eachActiveState / the parallelAxis brush active-interval selection path is DEFERRED, but the whole path has since been fully ported and is wired here.	Refutation failed: the marker's own claim of DEFERRED is stale. Parallel.eachActiveState is fully ported (coord/parallel/Parallel.swift:478, header 'Ported in full (parallel-axis-brush task)'), classifies each datum via ParallelAxisModel.getActiveState + hasAxisBrushed. The brush action (component/axis/parallelAxisAction.swift) and getActiveState both exist. parallelVisual line 63 actually calls coordSys?.eachActiveState. Path is ported AND wired; comment text 'which is DEFERRED' is out of date. No behavioral defect -> severity none.	
STALE	none	small	Y		Sources/EChartsKit/chart/pie/PieView.swift	28	Import note says util/graphic and its animation calls are NOT ported/deferred, but initProps is ported and invoked in render().	initProps IS ported and invoked in render() at line 208 (basicTransition.swift). Comment 'util/graphic ... animation calls are deferred' is stale. No behavioral gap — animation runs.	
STALE	none	small	Y		Sources/EChartsKit/chart/pie/PieView.swift	30	Continuation claiming 'animation calls are deferred' is stale; the sector sweep animation via initProps runs at line 208.	Sector sweep via initProps runs at line 208 as claimed. Continuation comment is stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/pie/PieView.swift	32	Says util/states NOT ported (states/emphasis deferred), but states.swift is ported and toggleHoverEmphasis/setStatesStylesFromModel are called.	util/states.swift ported; states.toggleHoverEmphasis (line 192) and states.setStatesStylesFromModel (line 193) are called. Comment stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/pie/PieView.swift	39	Says chart/pie/labelLayout.ts NOT ported (placement deferred), but labelLayout.swift exists and pieLabelLayout is called.	chart/pie/labelLayout.swift exists; pieLabelLayout(seriesModel) called at line 224. Comment 'NOT ported' stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/pie/PieView.swift	44	Says label/labelStyle NOT ported (labels deferred), but labelStyle.swift is ported and setLabelStyle/getLabelStatesModels are called.	label/labelStyle.swift ported (setLabelStyle:303, getLabelStatesModels:404); both called at lines 280/290. Comment 'NOT ported' stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/pie/PieView.swift	48	Says saveOldStyle NOT ported (deferred), but saveOldStyle exists in basicTransition.swift (as a documented no-op stub for universalTransition).	saveOldStyle exists at basicTransition.swift:169 (documented no-op stub for universalTransition). Symbol present → comment 'NOT ported (deferred)' stale; no-op is a deliberate stub, no behavioral difference for static render.	
STALE	none	medium	Y		Sources/EChartsKit/chart/pie/PieView.swift	54	PiePiece 'DEFERRED subsystems' block lists states, labels, and animation as omitted, but all three are now ported and wired; only the data.diff/PiePiece reuse and select offset remain.	The PiePiece 'DEFERRED subsystems' block lists states/labels/animation as omitted, but all three are wired: states (192-193), labels (_updateLabel/setLabelStyle, 217/290), animation (initProps, 208). Comment stale; only data.diff/PiePiece reuse and select offset genuinely remain.	
STALE	none	small	Y		Sources/EChartsKit/chart/radar/RadarSeries.swift	30	Import note says visual/LegendVisualProvider.ts NOT ported, but it exists and is already wired in this file's init.	visual/LegendVisualProvider.swift exists AND is wired in this file's init (RadarSeries.swift:108 self.legendVisualProvider = LegendVisualProvider(...)). Import note 'NOT ported' is stale; functionality already present.	
STALE	none	small	Y		Sources/EChartsKit/chart/radar/RadarSeries.swift	38	Import note says component/tooltip/tooltipMarkup.ts NOT ported, but tooltipMarkup.swift now exists.	component/tooltip/tooltipMarkup.swift exists (createTooltipMarkup at :249/:254, retrieveVisualColorForTooltipMarker at :581). Import note is stale.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeySeries.swift	44	Import note says visual/tokens.ts NOT ported (values inlined), but visual/tokens.swift now exists.	Confirmed: Sources/EChartsKit/visual/tokens.swift exists. Note is stale, but values are inlined verbatim so there is no behavioral difference.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	26	Import note says util/graphic initProps 'NOT ported' (grow-in clip deferred), but initProps is ported and actively used for the node fade-in.	initProps IS ported (basicTransition.swift:99) and actively used for the node fade (line 491). Import-header note is stale; only the grow-in clip reveal is deliberately replaced by an opacity fade. No behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	29	Import note claims util/states 'NOT ported', but states.swift is ported and toggleHoverEmphasis/setStatesStylesFromModel are called in render.	util/states IS ported (states.swift). toggleHoverEmphasis (393,507) and setStatesStylesFromModel (394,508) are called in render. Import-header note stale; no behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	43	Import note claims label/labelStyle 'NOT ported', but labelStyle.setLabelStyle/getLabelStatesModels are ported and used for node labels.	label/labelStyle IS ported (labelStyle.swift). setLabelStyle (471) and getLabelStatesModels (465) are used for node labels. Import-header note stale; no behavioral impact for node labels.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	45	Import note claims innerStore getECData 'NOT ported', but innerStore.getECData is ported and used to tag edges/nodes.	innerStore.getECData IS ported (innerStore.swift:83) and used to tag edges (401-403) and nodes (517-519). Import-header note stale; no behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	48	Import note claims RoamController/roam 'NOT ported', but RoamController is ported and sankey roam is wired via the group-transform path.	RoamController IS ported (component/helper/RoamController.swift). Sankey roam is wired via the sankeyAction + viewGroupRoamApplyStateToGroup group-transform path (581) instead of an owned controller. Import-header note stale; roam functions.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	50	Import note claims coord/View 'NOT ported', but coord/View.swift is ported; roam placement is handled via the group transform.	coord/View IS ported (coord/View.swift, VIEW_COORD_SYS_TRANS_OVERALL etc). Roam placement handled via group transform. Import-header note stale; no behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	52	Import note claims roamHelper 'NOT ported', but roamHelperViewGroup.swift is ported and its view-group roam helpers are used.	roamHelperViewGroup.swift IS ported and its viewGroupRoamApplyStateToGroup is used (581). Import-header note stale; no behavioral impact.	
STALE	none	na	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	80	Comment says the ribbon enter/update transition is 'DEFERRED (static render)', but the L5 morph path now animates the shape via updateProps using this keyed seam.	The L5 morph path animates the ribbon shape via updateProps using this keyed animationGet/Set seam (355-359). Comment 'DEFERRED (static render)' is stale for the morph case; no behavioral impact.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	166	SankeyPath omits highlight()/downplay() claiming enterEmphasis/leaveEmphasis 'NOT ported', but util/states provides them; emphasis is applied at view level via toggleHoverEmphasis.	enterEmphasis/leaveEmphasis are ported (states.swift:403,411). SankeyPath omits the highlight()/downplay() overrides, but emphasis is applied at view level via toggleHoverEmphasis (393). Comment 'NOT ported' stale; emphasis works.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	171	Class-header says roam 'DEFERRED per CONVENTIONS §5', but sankey roam is implemented via the sankeyRoam action + full re-render (RoamHostView protocol also exists); only the partial __updateOnOwnRoam optimization is intentionally not used.	Sankey roam works via the sankeyRoam action + full re-render (sankeyAction.swift + roamHelperViewGroup). RoamHostView.__updateOnOwnRoam is intentionally not implemented (only the partial optimization is skipped). Comment 'roam DEFERRED' overstates; roam functions.	
STALE	none	small	Y		Sources/EChartsKit/chart/sankey/SankeyView.swift	188	Field note claims roam 'NOT ported' so no _controller, but RoamController is ported; sankey uses external EChartsView roam wiring instead of an owned controller.	RoamController is ported; sankey uses external EChartsView roam wiring instead of an owned _controller. Field note 'NOT ported' stale; no behavioral impact.	
