bucket	swift	ts	prev_status	status	coverage	priority	n_fixed	n_remaining	n_new	fixed	remaining	newGaps	notes
A	Sources/EChartsKit/util/format.swift	upstream/echarts/src/util/format.ts	minor	minor	97	low	0	2	0		format.windowOpen(link, target) is still an empty body, so an element/label configured with a `link` (custom series, graphic component, tooltip anchors) does nothing when tapped instead of opening the URL — no UIApplication.open host seam yet ||| formatTplSimple iterates the Swift Dictionary of params, so replacement order is unspecified; if one substituted value itself contains another key's `{key}` placeholder the rendered text can differ per run (upstream replaces in JS insertion order)		Whole upstream export surface is present and faithful (addCommas, toCamelCase, normalizeCssArray, encodeHTML, makeValueReadable, formatTpl + TPL_VAR_ALIAS/wrapVar, getTooltipMarker both overloads, formatTime, capitalFirst, convertToColorString, truncateText, getTextRect). Both remaining items are already correctly self-documented in the code (no stale markers); neither was touched by the 07-18 campaign, which only edited this file as a byproduct of the TooltipView migration.
A	Sources/EChartsKit/util/graphic.swift	upstream/echarts/src/util/graphic.ts	major	minor	88	low	5	1	3	setTooltipConfig is ported and wired: it stamps ecData.componentMainType/componentIndex and ecData.tooltipConfig (name + option with content/encodeHTMLContent/formatterParams, $vars order preserved via KeyValuePairs), and is called from LegendView, GraphicView and AngleAxisView — component-level item tooltips (legend/graphic/axis label/geo) now resolve ||| clipRectByRect is ported with upstream's exact `x2>=x && y2>=y` semantics (returns nil for a fully clipped rect) instead of being inlined per demo ||| groupTransition is ported and wired (ParallelComponentView, RadiusAxisView, SingleAxisView): builds the anid->Displayable map for the old group, snaps each matching new element to the old pose via attr(), then updateProps to its own pose; Path shapes are handed over as their per-key animationProps() bag so the tween recurses per shape key instead of collapsing to one discrete leaf ||| calcZ2Range is ported faithfully (state z2 overrides + textContent + textGuideLine, min>max fallback to 0/0) via a traverseElement polyfill that visits the root group like upstream ||| extendPath is ported (delegates to ZRenderKit extendFromString), restoring the user-facing 'extend a Path from an SVG path string' API	extendShape(opts) is still absent, so the public echarts.graphic.extendShape API (user-defined shape classes for custom series / graphic elements) is unavailable — needs a Path.extend runtime-subclass synthesizer in ZRenderKit	(pre-existing, not in the 07-17 list) traverseElements(els, cb) is not ported — progressive views that need to walk `_progressiveEls || group` (CandlestickView) inline their own walk instead ||| (pre-existing, not in the 07-17 list) payloadDisableAnimation(payload) is not ported — roam/zoom payloads cannot force-disable animation, so roam updates rely on per-call-site immediate sets ||| (pre-existing, not in the 07-17 list) getCurrentCanvasPainter(api) and the HOVER_LAYER_* constants are absent — motion-blur/hover-layer configuration is host-managed (EChartsView.configLayer) rather than driven from the model	calcZ2Range currently has no in-repo caller (upstream's only consumer is the thumbnail component, which is not ported) — ported but dormant, which is fine. makePath/makeImage/mergePath/resizePath/subPixelOptimize* are not missing: they live in ZRenderKit (Tool/ToolPath.swift, Graphic/Helper/subPixelOptimize.swift) with upstream's centerGraphic/rect-fitting semantics intact, which is an accepted relocation. The header comment at :2-6 and the extendShape PORT-NOTE at :588 accurately describe what is and isn't ported — no stale markers. Status moves major -> minor and coverage 65 -> 88.
A	Sources/EChartsKit/util/modelUtil.swift	upstream/echarts/src/util/model.ts	minor	minor	96	low	0	0	1			(pre-existing, not in the 07-17 list) interpolateRawValues force-casts and will trap on Int-boxed option values: `precision as! Double` crashes when a label sets an integer `precision: 2`, and `targetValue as! [Any?]` crashes when the raw value is a non-Double number (util.isNumber only matches Double, so an Int datum falls through the isNumber/isString arms into the array branch) — reachable from LineView endLabel valueAnimation and labelStyle's value-animation `during` callback with integer series data	The previously recorded preParseFinder gap is NOT a real behavior gap and I did not count it as fixed: each finder key `<main><Index|Id|Name>` is unique, so every (mainType, queryType) write is independent, and parseFinder's per-mainType queryOptionMap.each writes disjoint `<mainType>Model(s)` keys — the result is order-independent by construction (the PORT-NOTE at :1225 saying so is accurate, not stale). Full upstream export surface is present and faithful, including mappingToExists' Optional-hole handling (which is what unblocked Global.swift's replaceMerge fix), makeInner, compressBatches, groupData, ListIterator, the extent-union helpers, makeCallOnlyOnce, removeDuplicates and preparePipelineContext. Coverage held at 96 with the latent force-unwrap risk noted.
A	Sources/EChartsKit/util/states.swift	upstream/echarts/src/util/states.ts	minor	minor	95	low	2	1	1	blurComponent now honours the `view.focusBlurEnabled` opt-in gate (states.swift:605) exactly as upstream states.ts:536, so only GeoView-style views get their children blurred ||| createBlurDefaultState now mines in-flight non-blur style animators via getFromStateStyleOpacity/StyleStateScratch + animator.saveTo (states.swift:300-316), matching upstream getFromStateStyle — blurring mid style-animation dims from the animation's FINAL opacity	highDownSilentOnTouch is still a no-op: `el as? ECElement` never succeeds (no scene-graph type conforms to ECElement) and MapDraw never writes the flag, so on touch input a tap on a map/geo region with selectedMode still triggers hover-emphasis instead of being suppressed	"createEmphasisDefaultState mutates the element's STORED emphasis ElementState in place (state!.style / s.props[""z2""] on the shared `ElementState` class) instead of upstream's clone-on-write, so the lifted fill and z2 are baked permanently into el.states[""emphasis""]: after the element's normal fill or z2 changes (data update / re-visual on a reused element), hover shows the previously-lifted colour / stale z2 (pre-existing, not introduced by the fix commits)"	"Two fix commits (3142bf0, 555985e) plus cross-file work. STALE-MARKER: Sources/EChartsKit/util/states.swift:232-238 claims the synthesized default emphasis/blur style bag ""only becomes VISIBLE once Path's keyed animation accessor for the value-type style sub-bag lands"" — that accessor IS live (Path.swift PathStyleAnimationAccessor writes pathStyle + dirtyStyle), so the default colour-lift/opacity dim does render today. STALE-MARKER: Sources/EChartsKit/util/states.swift:475-476 says shouldSilent is ""used only by the mouse-over/out handlers (deferred)"" — those handlers are live (EChartsView.swift:515 binds handleGlobalMouseOverForHighDown). The setAsHighDownDispatcher fix (555985e) only added the faithful-but-unreachable cast; behaviourally nothing changed."
A	Sources/EChartsKit/view/Chart.swift	upstream/echarts/src/view/Chart.ts	minor	minor	94	low	1	1	0	eachRendered now inlines upstream traverseElement: `cb` is invoked on the root group element itself before descending (Chart.swift:263-269), so callers that need the root (label/clip sweeps) see it	markUpdateMethod is still an explicit no-op (value-type Payload cannot carry makeInner state), so renderTaskReset always routes to 'render' and never to a view's updateView/updateVisual — a ChartView subclass overriding updateView would have it silently bypassed by the render task		Fixed in 718a289. The markUpdateMethod gap is currently latent: no ChartView subclass in the port overrides updateView/updateVisual (only ComponentViews do), and the Scheduler render-task path itself is dormant (ECharts.renderSeries calls chartView.render directly; Scheduler.prepareView is deferred). Related latent risk, not a live break: renderTaskReset/progressMethodMap force-unwrap `context.payload!` (Chart.swift:392, 406, 416) while Scheduler.updatePayload can legitimately store nil — this will trap the moment the renderTask pipeline is wired (sub-project C2).
A	Sources/EChartsKit/visual/VisualMapping.swift	upstream/echarts/src/visual/VisualMapping.ts	minor	minor	96	low	2	1	1	prepareVisualTypes now reproduces upstream's Array.prototype.sort with the exact (non-strict-weak) comparator via a V8-style insertion sort (VisualMapping.swift:538-550), so `color` is hoisted ahead of colorSaturation/colorAlpha only, never ahead of unrelated types like `symbol` ||| prepareVisualTypes now skips the `__alphaForOpacity` key while collecting object keys (VisualMapping.swift:520), reproducing upstream's prototype-hidden slot centrally for every walker	normalizeVisualRange flattens an object-form `visual` through nondeterministic Swift Dictionary iteration (VisualMapping.swift:731-736), so for `visualMap.inRange: {…}` written as an object the paired [min,max] visual assignment order can differ from JS insertion order (and can differ run to run)	prepareVisualTypes' object branch collects keys with the same nondeterministic Dictionary iteration (VisualMapping.swift:514), and the ported insertion sort is order-sensitive for non-color types — so the relative order in which e.g. `symbol` vs `opacity` mappings are applied is not stable across runs (pre-existing; the sort fix made the ordering faithful but did not make the input order deterministic)	Fixed in 1fea2b0 (+ acd9922 for the hidden-slot skip). The remaining items are both instances of the same root cause (unordered Swift dictionaries standing in for JS insertion-ordered objects); an ordered key list captured at option-parse time would close both.
A	Sources/EChartsKit/visual/visualSolution.swift	upstream/echarts/src/visual/visualSolution.ts	major	parity	97	none	2	0	0	__alphaForOpacity is now filtered out of every walk of a mappings collection — the filtering moved into VisualMapping.prepareVisualTypes (VisualMapping.swift:520) and applyVisual/incrementalApplyVisual just consume it — so an opacity visualMap/brush no longer applies an extra colorAlpha on top of the item colour ||| the prototype-hidden-slot emulation is now consistent across all consumers: writers use the shared `alphaForOpacityKey` constant, readers get the filtered type list, and the `opacity -> __alphaForOpacity` remap lookups in visualEncoding/VisualMapView still resolve			Fixed in a04b794, then centralised in 3d2f2c1. All four upstream exports (createVisualMappings / replaceVisualOption / applyVisual / incrementalApplyVisual) plus the two inlined visual/helper bridges are faithful line-for-line. Residual (non-user-facing) structural risk only: the mappings dictionary literally still contains the `__alphaForOpacity` key, so any FUTURE code that iterates a VisualMappingCollection without going through prepareVisualTypes would see it — the invariant is comment-enforced, not type-enforced.
A	Sources/ZRenderKit/Core/event.swift	upstream/zrender/src/core/event.ts	minor	minor	92	low	0	2	0		transformCoordWithViewport is still a `return nil` stub (event.swift:311-313), so the CSS-transform viewport mapping from dom.ts is unavailable — any host that does NOT pre-populate zrX/zrY on a non-canvas element gets no coordinates ||| calculateZrXY still short-circuits to (0,0) whenever it is reached on native, because env.domSupported is false — a pointer event that ever reaches this path (no offsetX and no bridge-supplied zrX) would hit-test at the origin		Only edit since the last audit (8e30308) added shiftKey/ctrlKey/altKey to ZRRawEvent for RoamController.isAvailableBehavior — an improvement, no regression. Both remaining gaps are DOM-only paths that the UIKit bridge bypasses by writing e.zrX/e.zrY before normalizeEvent (which then early-returns at event.swift:356), so they are unreachable today; they only matter if a future host feeds raw client coordinates in. The rest of the file (clientToLocal branch order, wheel-delta polyfill, which-from-button mapping, MOUSE_EVENT_REG) is faithful.
A	Sources/ZRenderKit/Core/util.swift	upstream/zrender/src/core/util.ts	minor	minor	65	low	1	4	0	`each` now has a Dictionary overload (util.swift:255-261) mirroring upstream's `for (key in obj)` branch, so object-form bags can be iterated with cb(value, key) instead of being silently skipped	"map/reduce/filter/find still accept arrays only (util.swift:266-317); upstream iterates Dictionary objects and ArrayLike too, so an object-shaped bag passed to util.map returns [] instead of the mapped values ||| HashMap/createHashMap are still absent from this module (util.swift:568 documents the omission); callers must reach for the EChartsKit-local shim in util/modelUtil.swift, so ZRenderKit-side code has no Map shim available ||| isFunction is a `String(describing: type(of:)).contains(""->"")` heuristic and isObject falls back to Mirror(.class) (util.swift:328-371) — approximations of typeof that can misclassify (e.g. a class instance that is not a JS-object analogue is reported as an object; a value whose type name contains ""->"" would be reported as a function) ||| assignProps, slice, trim, hasOwn, concatArray, inherits, mixin, bind, curry, createCanvas and disableUserSelect are not ported — call sites must hand-roll each (most are trivially idiomatic in Swift, but assignProps/concatArray have real upstream call sites that were rewritten ad hoc)"		fbd06a1 added the dict `each`; 140568f additionally tightened `clone`/`merge` with an isPrimitiveBag guard mirroring upstream's !isPrimitive checks (an improvement not previously credited). Roughly 13 of ~55 upstream exports remain unported; of those, inherits/mixin/bind/curry/slice/trim/hasOwn/concatArray are the language-idiom class the grading rules discount, which is why coverage moves only slightly.
A	Sources/ZRenderKit/Element.swift	upstream/zrender/src/Element.ts	minor	minor	93	medium	2	4	0	updateInnerText now ports the autoOverflowArea / overflowRect inverse-transform clamp (Element.swift:503-589): the layoutRect is inverse-transformed into the text's local coord and handed to the text as a persistent BoundingRect, and Text.swift's calcInnerTextOverflowArea consumes it — so inside-text overflow/ellipsis against the host rect works ||| saveCurrentToNormalState now walks this.animators and bakes a running (non-loop, non-state-transition) animation's FINAL value into _normalState via animator.saveTo, including shape/style sub-bags through the _RefBag reference wrapper (Element.swift:858-882) — interrupting an animateTo with a state change now restores to where the animation was heading rather than the interpolated frame	A state's `textConfig` is never applied: useState/useStates save and merge state.textConfig but nothing assigns it to self.textConfig (upstream does this in _applyStateObj), so every emphasis textConfig written by label/labelStyle.swift:437, SunburstPiece, ToolboxView and graph circularLayoutHelper is ignored — hovering a labelled element does not switch the label's inside/outside fill, position or rotation to its emphasis config ||| Hover-layer machinery is still dropped: shouldUseHoverLayer unconditionally returns IN_HOVER_LAYER_KIND_NO (Element.swift:2089-2100) and __inHover is never assigned non-zero, so emphasis never promotes an element to a separate hover layer — `hoverLayerThreshold` / large-data hover performance and ZRender.refreshHover remain inert ||| _applyStateObj remains an empty base (Element.swift:1235-1243) with state application routed through _computeRestoreTarget + _stateApply/animateTo; besides the textConfig omission above this diverges on the primary-prop split and the IN_HOVER_LAYER_KIND_ONLY_STYLE_CHANGE early-out, so per-state behaviour that upstream special-cases there is not reproduced ||| Legacy position/scale/origin array accessors (createLegacyProperty/enhanceArray) are still not ported (Element.swift:1592), so option/user code that reads or writes el.position[0] / el.scale[1] has no equivalent		a90dd82 closed gaps 1 and 3 faithfully (verified against upstream Element.ts:596-700 and 860-883). Later touches (9cde1e0 CornerRadius value-equality in anyStrictEqual, feea25b percent-string textConfig.position) are improvements, no regressions. The state-textConfig omission is the concrete user-visible consequence of the accepted _applyStateObj divergence and is why priority stays medium; the shape/style/z2 half of state application does work, since Path exposes ShapeAnimationAccessor/PathStyleAnimationAccessor that write back and mark dirty.
A	Sources/ZRenderKit/Graphic/Path.swift	upstream/zrender/src/graphic/Path.ts	minor	minor	95	low	0	1	0		_innerSaveToNormal / _applyStateObj / _mergeStates are still empty overrides (Path.swift:1117-1144): upstream's shape clone-into-normal-state, per-state shape merge and shape-target animate/dirtyShape bodies are absent, so Path contributes nothing of its own to state application — anything upstream special-cases there (the IN_HOVER_LAYER_KIND_ONLY_STYLE_CHANGE early-out, `extend({}, normalState.shape)` inheritance rules, and textConfig-bearing path states) is not reproduced		No fix commit targeted this file; the recorded gap is unchanged. It is largely benign in practice: Element's useState -> _computeRestoreTarget -> _stateApply -> animateTo path does drive the `shape` sub-bag through ShapeAnimationAccessor, which writes back into the live shape and calls dirtyShape, so state-driven shape transitions (and their restore-to-normal) do work end to end. Post-audit edits to this file were improvements: setStyle(PathStyleProps) overload for clonePath (e1b02bb), PathShape.animationProps() so a value-type shape is tweened key-by-key instead of set as one discrete leaf (09d0633), and Int/String coercion in PathStyleProps.animationSet that fixes the Int-vs-Double option-read trap for state style bags (05afbe1).
A	Sources/ZRenderKit/Graphic/Pattern.swift	upstream/zrender/src/graphic/Pattern.ts	minor	minor	95	low	1	2	0	Pattern.image now models upstream's `ImageLike | string` union via the `ImageSource` enum (.url/.image) and is assigned unconditionally in init, so a pattern fill can carry an already-decoded native image; NativePainter/CGRenderer.resolvePatternImage (CGRenderer.swift:279-291) switches on both arms, so image-object patterns actually render	The `ImagePatternObject` protocol's `image` is still `String`, so a pattern declared through the option-level pattern-object interface (the `{image, repeat}` arm consumed by BarView/decal) can only name a URL/file/data-URI string — handing it a decoded native image object is still impossible (BarView.swift:1369 lifts it with `.url(ip.image)`) ||| SVGPatternObject has no `svgElement` slot (upstream `svgElement?: SVGVNode`) and `Pattern.svgElement` is `String?`, so an SVG-vnode pattern source cannot be expressed at all		Graded from code, not comments. The class-level ImageLike gap recorded on 2026-07-17 is genuinely closed end-to-end (type + painter). Comments at Pattern.swift:8/32/48/56 are accurate, not stale — they correctly scope the remaining String slots to the separate protocol symbols. Everything else in the file (PatternObjectBase/InnerImagePatternObject shape, repeat enum, x/y/rotation/scaleX/scaleY defaults, the `type` optionality note) matches upstream exactly.
A	Sources/ZRenderKit/Graphic/Text.swift	upstream/zrender/src/graphic/Text.ts	minor	minor	95	low	0	4	0		getFill/getStroke (Text.swift:1636-1653) still take `String?`, so upstream's `(fill|stroke).image || .colorStops ? '#000'` branch is unreachable: a label whose color is a gradient/pattern object cannot be expressed and never falls back to black the way upstream does ||| parseRichText's token sizing still skips upstream's `backgroundColor.image` → `token.width = max(width, bgImg.width * tokenHeight / bgImg.height)` branch (Text.swift:2360-2366 vs parseText.ts:515-528), so a rich-text token whose background is an image is sized only by its measured text width — image backgrounds are clipped/mis-laid-out ||| setSeparateFont (Text.swift:1574-1583) still drops the string arm of token `fontSize` ('12px'/'1em') when copying to TSpanStyleProps.fontSize (Double); svg-only field, no canvas-render effect since makeFont already builds the font string ||| (pre-existing, not on the 2026-07-17 list) ZRText state application uses extendTextStyle (shallow `rich` replace) in _applyStateTextStyle (Text.swift:758-783) instead of the deep per-token rich merge of upstream `_mergeStyle`; an emphasis state that defines only some rich tokens drops the normal state's other tokens. The faithful `_mergeStyle` (Text.swift:958) exists but is dead code		"The only edit since 2026-07-17 (commit ef3dc93) added the `__marginType` tag field + its copy in extendTextStyle for labelStyle/labelLayoutHelper — a faithful addition; none of the three recorded gaps were touched (matches fix_notes deferred=3). STALE-MARKER: Sources/ZRenderKit/Graphic/Text.swift:956 says _mergeStyle is ""Used by the (deferred) states machinery"" — the states machinery IS ported (useStates/_applyStateTextStyle above it, Displayable._mergeStyle at Displayable.swift:588); the truth is the reverse: _mergeStyle here has no callers at all. The gradient/pattern-text-fill limitation is more consequential than the '#000' fallback suggests: the Swift type simply drops such a color, it does not render black."
A	Sources/ZRenderKit/Tool/ToolPath.swift	upstream/zrender/src/tool/path.ts	minor	minor	97	low	2	1	0	clonePath now carries the source's buildPath (ToolPath.swift:654-657) through the `__morphBuildPath` build-hook, and that hook is honored by Path.getUpdatedPathProxy (Path.swift:706), getCachedPathProxy (:729) and getBoundingRect (:778) — a cloned SVGPath / MergedPath / shaped path now emits real geometry instead of the base no-op, so dividePath('clone') and morphTransitionHelper clones actually draw ||| clonePath's `useStyle` (replace) vs upstream `setStyle` (merge) is behaviorally equivalent, verified: upstream's source style is a createObject(DEFAULT_PATH_STYLE) whose OWN keys are exactly what extend() copies, while Swift's magic PathStyleProps already has the same defaults baked in by createStyle, and useStyle re-merges DEFAULT_PATH_STYLE for a non-magic source (Path.swift:1068-1085). Resolved styles match, including the null fill that avoids the black-fill trap	createPathOptions/MergedPath.buildPath still skip upstream's `path.getContext()` + `rebuildPath(ctx, 1)` Canvas2D rebuild (ToolPath.swift:432-441, :574-575); on the native backend this is unobservable (Path.createPathProxy always builds a saving PathProxy, so `canSave()` is true and the append branch always wins), but the `else` arm is a silent no-op if a non-saving proxy ever reaches it		Graded from code. LATENT RISK from the clonePath fix (not user-visible today, so not counted as a gap): `__morphBuildPath` is a single shared slot, and morphPath.restoreMethod (morphPath.swift:409-411) clears it to nil instead of restoring the previous builder the way upstream's SAVED_METHOD_PREFIX does — so a clonePath-produced path that is later used as a morph TARGET (combineMorph's toSubPathList when divideShape:'clone', morphPath.swift:828) permanently loses its geometry once the morph is restored. It is invisible only because those sub-paths stop being rendered when __isCombineMorphing is cleared. Polyline.swift:106-116 already documents the same slot collision. Everything else in the file (createPathProxyFromString command parsing, processArc, extendFromString factory, mergePath) matches upstream command-for-command; makePath/makeImage/resizePath are extra echarts-side helpers hosted here, not upstream path.ts omissions.
A	Sources/ZRenderKit/ZRender.swift	upstream/zrender/src/zrender.ts	minor	minor	96	low	2	1	0	_refresh now paints on a hover-only refresh: `if refresh || refreshHover` (ZRender.swift:310-313) pulls the display list and calls painter.refresh, so refreshHoverImmediately()/refreshHover() produce an actual repaint instead of a silent no-op (deliberate divergence: no promoted hover layer natively, so the whole list is repainted) ||| useCoarsePointer defaulting is now faithful (ZRender.swift:193-199): nil/'auto' follows env.touchEventsSupported (true on the native env, env.swift:94) and retrieve2(opts.pointerSize, 44) applies, so touch hit-testing gets the enlarged 44pt pointer size by default instead of no pointerSize at all	opts.useDirtyRect is normalized and stored but no dirty-rect painting exists anywhere in the tree (only Displayable.dirtyRectTolerance is ported); every frame is a full repaint, so `useDirtyRect: true` buys nothing — performance only, no correctness impact		"Function-by-function comparison against upstream zrender.ts: constructor (incl. useDirtyRect normalization, ssrMode, Animation stage wiring), add/remove/configLayer/setBackgroundColor/getBackgroundColor/setDarkMode/isDarkMode, refreshImmediately/_refresh/refresh/flush/_flush (incl. _stillFrameAccum sleep + 'rendered' event), setSleepAfterStill/wakeUp/refreshHover(Immediately)/resize/clearAnimation/getWidth/getHeight/setCursorStyle/findHover/on/off/trigger/clear/dispose and the module-level init/dispose/disposeAll/getInstance/registerPainter/SSR getters all match. STALE-MARKER: Sources/ZRenderKit/ZRender.swift:30-33 (file header) says ""Handler / HandlerProxy (the input / hit-dispatch seam) — not ported. handler.* calls (resize / setCursorStyle / findHover / on / off / trigger / dispose) are stubbed; ZRender events are routed through a local Eventful"" — false: Handler.swift is a full 718-line port, is constructed at :204 and every one of those calls routes through it (:405, :438, :451, :459, :485, :495, :524). Minor unrecorded type-contract gaps (not counted): ZRenderInitOpt/ZRenderResizeOpt width/height drop upstream's `number | string` arm ('auto'/'10px' unsupported), and handlerProxy is injected rather than gated on env.node/env.worker (sanctioned native-input deviation)."
B	Sources/DemoGallery/Demos/pattern-transform.swift	zrender/test/pattern-transform.html	parity	parity	95	low	0	0	1			Upstream's `zr.setBackgroundColor({image, repeat:'no-repeat'})` is not issued, so the page background image never renders (painter has no image-background path); only the pattern-filled rect is shown.	Only edit since the audit: `Pattern(path, .repeat)` -> `Pattern(.url(path), .repeat)`, matching the new `ImageSource` enum (Image.swift:54). Rect shape {0,0,200,200}, pattern x=100 / scaleX=0.5 / rotation=π/6 all still match the HTML exactly. No stale markers: the DEVIATION comment about setBackgroundColor is accurate.
B	Sources/DemoGallery/Demos/pattern.swift	zrender/test/pattern.html	parity	parity	100	none	0	0	0				"Edit is a genuine improvement, not a regression: the second circle now takes the IMAGE-OBJECT arm of upstream's `ImageLike | string` (`decodedUpstreamAsset(""test.png"")` -> `.image(CGImage)`), so the painter's resolvePatternImage exercises the `.image` branch instead of re-loading the path — previously both circles were identical path-loaded patterns. Verified `decodedUpstreamAsset` (Demos.swift:32) and `ImageSource.image` exist and CGRenderer.resolvePatternImage consumes both. Documented deviations (circle geometry scaled to the demo canvas; upstream builds circle 2 inside img.onload) are accurate."
B	Sources/EChartsDemoCore/Demos/boxplot-basic.swift		parity	no-upstream	100	none	0	0	0				Hand-authored demo (no official example / no upstream file it is ported from). Only change was the header comment, which dropped the stale claim that the boxplot dataset transform is deferred. Verified the new claim is TRUE: chart/boxplot/boxplotTransform.swift exists and `registerExternalTransform(boxplotTransform)` runs at component/transform/transformInstall.swift:69. The option itself (pre-computed 5-number data) is unchanged.
B	Sources/EChartsDemoCore/Demos/official-boxplot-light-velocity.swift		parity	parity	100	none	0	0	0				Comment-only edit: `nativeSupported: FALSE`->TRUE plus a rewritten header. The claim is verified, not stale — boxplotTransform.swift is a faithful port of chart/boxplot/boxplotTransform.ts and is registered (transformInstall.swift:69), and the demo's `nativeSupported: true` flag matches. The Swift `option` is still a 1:1 transcription of the embedded webOptionJS (titles, 3 datasets incl. `config: {itemNameFormatter: 'expr {value}'}`, tooltip, grid, axes, boxplot+scatter series); the template-string formatter is handled by prepareBoxplotData.swift:111 ({value} -> index), matching upstream.
B	Sources/EChartsDemoCore/Demos/official-boxplot-light-velocity2.swift		parity	minor	95	low	0	0	1			"The native pane's boxplot category labels read ""0""..""4"" instead of ""expr 0""..""expr 4"": `dataset[1].transform.config.itemNameFormatter` is still dropped from the Swift option even though the port now accepts a `(Double) -> String` closure for it."	"STALE-MARKER: Sources/EChartsDemoCore/Demos/official-boxplot-light-velocity2.swift:160-166 (and the header at :16-18) says the formatter is dropped because ""Swift cannot carry a closure through the option dict"" — false. prepareBoxplotData.swift:108 explicitly accepts `itemNameFormatter as? (Double) -> String`, and boxplotTransform.swift passes `cfg[""itemNameFormatter""]` through erased from the option dict, so `""config"": [""itemNameFormatter"": { (v: Double) -> String in ""expr \(Int(v))"" }]` would work. The fix campaign updated the header's nativeSupported claim (correctly) but left this half-done. Everything else in the option (swapped axes, encode {x:1,y:0}, titles, dataset chain) is a verified 1:1 transcription."
B	Sources/EChartsDemoCore/Demos/official-boxplot-multi.swift		parity	parity	100	none	0	0	0				Comment-only edit (nativeSupported FALSE->TRUE); claim verified against transformInstall.swift:69. Option is 1:1 with the embedded webOptionJS: 6 datasets (3 raw + 3 `fromDatasetIndex` boxplot transforms), legend, tooltip, grid, fixed y range -400..600, inside+slider dataZoom at 0..20%, 3 boxplot series on datasetIndex 3/4/5. `boxplotMultiMakeData` is a line-for-line mirror of `makeData()` with an LCG for Math.random (documented, unavoidable — the upstream example is random).
B	Sources/EChartsDemoCore/Demos/official-sunburst-label-rotate.swift		parity	parity	100	none	0	0	0				Real improvement, verified end-to-end: `label.formatter` is now carried as a `(CallbackDataParams) -> String` closure and every link in the chain exists — SunburstSeriesModel.getDataParams (SunburstSeries.swift:178) sets `params.treePathInfo = treeHelper.wrapTreePathInfo(node, self)`, treeHelper.wrapTreePathInfo (treeHelper.swift:117) walks root-inclusive and reverses exactly like upstream (so depth 2/3/4 line up), SunburstPiece passes `labelFetcher = seriesModel` into setLabelStyle, and DataFormatMixin.getFormattedLabel:197 casts to that exact signature. The old PORT-NOTE claiming treePathInfo was unavailable is gone and the replacement note is accurate. `sort: NSNull()` for `sort: undefined` still matches the `sort != null` guard.
B	Sources/EChartsKit/animation/customGraphicKeyframeAnimation.swift	echarts/src/animation/customGraphicKeyframeAnimation.ts	parity	parity	100	none	0	0	0				"Only change: the local duplicate `ELEMENT_ANIMATABLE_PROPS` was deleted in favour of the public one now owned by customGraphicTransition.swift:43 — same value `["""", ""style"", ""shape"", ""extra""]`, zero behavioural delta, and the replacement comment is accurate (not stale). Rest of the file still matches upstream function-for-function (percent sort, KEYFRAME_EXCLUDE_KEYS filter on the root pass, stopTracks of same-targetName animators, state-restore snapshot, whenWithKeys + delay/duration/start). Only omissions are the two __DEV__ blocks (missing end-frame warn, assert), which are dev-only."
B	Sources/EChartsKit/animation/customGraphicTransition.swift	echarts/src/animation/customGraphicTransition.ts	parity	minor	88	low	0	0	6			"`el.type == ""compound""` branch is an empty no-op: a compoundPath custom/graphic element's child Paths never receive their final `shape` from the option, so compound elements render with their construction-time geometry only. ||| `clearStyle: true` does not actually clear a Path's style — `disp.useStyle(CommonStyleProps())` resolves to Displayable.useStyle, which only resets the mirrored CommonStyleProps and leaves `pathStyle` (fill/stroke/lineWidth/decal) intact, so stale style keys survive on a reused element (CustomView masks this by re-applying a full typed style afterwards; GraphicView never passes clearStyle). ||| In-flight style animators are not re-pointed after the style object is replaced (`animator.changeTarget` deferred), so a style animation running when clearStyle fires keeps writing into the discarded style object and the visible property freezes. ||| A user `during(params)` callback can fire more than once per animation frame — upstream's `latestUserDuring !== scopeUserDuring` identity de-dup is dropped (Swift closures aren't identity-comparable). ||| `shape`/`extra` with `transition: 'all'` copies only the keys present in the new option instead of every live key on the element, so a live shape key absent from the option is not tweened from its current value. ||| `config.during` captures `el` strongly (el -> animator -> during -> el retain cycle); the sibling `config.done` in applyLeaveTransition deliberately captures weakly, so any element with a user `during` leaks until its animation completes."	File is new since the audit baseline and IS live (CustomView.swift:658/303/1628 and GraphicView.swift:209/226/234 call it), so it is not dormant. Core logic is a faithful port: getElementAnimationConfig (incl. the duration>0 gate for during/setToFinal/scope and the `${type}Animation` override merge), applyUpdateTransition ordering, updateLeaveTo merge semantics, applyLeaveTransition, applyPropsDirectly's style-null-out/attr/restore dance, applyMiscProps, prepareTransform*/prepareShapeOrExtra*/prepareStyleTransitionFrom, and the TransitionDuringAPI singleton. Divergences are the deferrals listed above plus two harmless ones: `isNonStyleTransitionEnabled` does value equality for the array branch instead of JS reference inequality (only matters when values are already equal, i.e. nothing to animate) and does not coerce numeric strings the way JS `isFinite` does. All PORT-TODO markers in the file were checked and are truthful (no stale markers).
